Nr;Art;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;L/B;StanDost;Wart;OstRez;Dz;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
144;5;130;CN22KVL900520;GRZEJNIK COSMO 22KV 900x 520 (1194W);F1G2209005210010;PŁYTOWY LEWY;B;1.000;;1161215;G;VNWA01;14267719;1;9000;SXE;SCE;03513;
145;5;130;CN22KVL900800;GRZEJNIK COSMO 22KV 900x 800 (1837W);F1G2209008010010;PŁYTOWY LEWY;B;3.000;;1161215;G;VNWA01;14267719;1;10000;SXE;SCE;03513;
146;5;130;CN33KVL600520;GRZEJNIK COSMO 33KV 600x 520 (1276W);F1G3306005210010;PŁYTOWY LEWY;B;4.000;;1161212;G;VNWA01;14267719;1;11000;SXE;SCE;03513;
147;5;130;CN33KV900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210000;PŁYTOWY;L;4.000;;1161212;G;VNWA01;14267719;1;12000;SXE;SCE;03513;
148;5;130;CN33KVL900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210010;PŁYTOWY LEWY;B;4.000;;1161215;G;VNWA01;14267719;1;13000;SXE;SCE;03513;
149;5;130;CN11KVL600920;GRZEJNIK COSMO 11KV 600x 920  (864W);F1G1106009210010;PŁYTOWY LEWY;B;3.000;;1161215;G;VNWA01;14267719;1;19000;SXE;SCE;03513;
150;5;130;CN22KVL600400;GRZEJNIK COSMO 22KV 600x 400  (685W);F1G2206004010010;PŁYTOWY LEWY;B;3.000;;1161215;G;VNWA01;14267719;1;23000;SXE;SCE;03513;
151;5;130;CN33KVL600520;GRZEJNIK COSMO 33KV 600x 520 (1276W);F1G3306005210010;PŁYTOWY LEWY;B;3.000;;1161212;G;VNWA01;14267719;1;26000;SXE;SCE;03513;
152;5;130;CN33KV900600;GRZEJNIK COSMO 33KV 900x 600 (1933W);F1G3309006010000;PŁYTOWY;L;3.000;;1161215;G;VNWA01;14267719;1;27000;SXE;SCE;03513;
153;5;130;CN33KVL900600;GRZEJNIK COSMO 33KV 900x 600 (1933W);F1G3309006010010;PŁYTOWY LEWY;B;3.000;;1161215;G;VNWA01;14267719;1;28000;SXE;SCE;03513;
154;5;130;CN33KV900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210000;PŁYTOWY;L;3.000;;1161215;G;VNWA01;14267719;1;29000;SXE;SCE;03513;
155;5;130;CN33KVL900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210010;PŁYTOWY LEWY;B;6.000;;1161215;G;VNWA01;14267719;1;30000;SXE;SCE;03513;
156;5;130;CNP21600920;GRZEJNIK COSMO 21P 600x 920 (1197W);F1J2106009210000;PLAN MULTI PŁYTOWY;B;2.000;;1170120;G;VNWA01;14267761;1;1000;SXE;SCE;03513;
157;5;130;CNO21K40080;GRZEJNIK COSMO 21K 400x 800  (838W);F1E2104008010001;PŁYTOWY OCYNKOWANY;B;1.000;;1170120;G;VNWA01;14267960;1;2000;STE;SCE;03675;
158;5;130;KALDWS130SKP;DRZWI DO WNĘKI 130x195 KALI PH;KALIPH1261B;SUWANE SREBRNY/KLAR/CRYSTAL CLEAR;B;1.000;;1161213;S;NOOW01;14268188;1;1000;STF;SCF;03681;
159;5;130;CN11KVL600920;GRZEJNIK COSMO 11KV 600x 920  (864W);F1G1106009210010;PŁYTOWY LEWY;B;1.000;;1161215;G;VNWA01;14268215;1;3000;SXE;SCE;03675;
160;5;130;CN22KVL600400;GRZEJNIK COSMO 22KV 600x 400  (685W);F1G2206004010010;PŁYTOWY LEWY;B;1.000;;1161212;G;VNWA01;14268215;1;7000;SXE;SCE;03675;
161;5;130;CN33KV900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210000;PŁYTOWY;L;1.000;;1161212;G;VNWA01;14268215;1;11000;SXE;SCE;03675;
162;5;130;CN33KVL900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210010;PŁYTOWY LEWY;B;1.000;;1161215;G;VNWA01;14268215;1;12000;SXE;SCE;03675;
163;5;130;CNPP20K18050;GRZEJNIK COSMO 20K 1800x500 (1174W);F1N2018005010000;PLAN PŁYTOWY PIONOWY;B;1.000;;1170120;G;VNWA01;14268834;1;2000;STB;SCB;03737;
164;5;130;CN22KV5001120;GRZEJNIK COSMO 22KV 500x1120 (1728W);F1G2205011210000;PŁYTOWY;B;2.000;;1170113;G;VNWA01;14269742;1;3000;SXB;SCB;03740;
165;5;130;OSCVWK10M;KONSOLA ŚCIENNA WK10-M;AZ1BW000110010A0;;B;4.000;;1161215;G;VNWA01;14270114;1;3000;STB;SCB;03740;
166;5;130;CN22KVL600400;GRZEJNIK COSMO 22KV 600x 400  (685W);F1G2206004010010;PŁYTOWY LEWY;B;4.000;;1170120;G;VNWA01;14270647;1;2000;SXC;SCC;03510;
167;5;130;ZNRCAQ35RVVBTR;REKUPERATOR COMFOAIR Q350 PL R VV BASIC;471502073;TR WERSJA PRAWA WERSJA PODSTAWOWA;B;1.000;;1170110;K;ZEWR01;14270984;1;1000;STB;SCB;03737;
168;5;130;GEMSCRU29211;RURA 108,0x2,0 OCYNKOWANA ZEWNĘTRZNIE 6M;29211;C-STAHL MAPRESS STAL WĘGLOWA;B;6.000;;1161219;I;GEWA01;14271221;1;1000;STE;SCE;03513;
169;5;130;OSCVWK10M;KONSOLA ŚCIENNA WK10-M;AZ1BW000110010A0;;B;3.000;;1161221;G;VNWA01;14271702;1;2000;STB;SCB;03740;
170;5;130;OSCVWKAWK;POKRYWA AWK (DO KONSOLI WK10,13);AZ1MW00010001000;;B;7.000;;1161221;G;VNWA01;14271702;1;3000;STB;SCB;03740;
171;5;130;#HUKN;CLASSIC 2 WEJŚĆ. NAROŻ. DRZWI SUWANE;C25101069322;80CM LEWE SREBRNY POŁ. SZKŁ. PRZEŹ. ANTI;;1.000;;1170120;S;HUPO01;14271884;1;15000;STF;SCF;03681;
172;5;130;#HUKN;CLASSIC 2 WEJŚĆ. NAROŻ. DRZWI SUWANE;C25204069322;110CM PRAWE SREB. POŁ. SZKŁ. PRZEŹ. ANTI;;1.000;;1170120;S;HUPO01;14271884;1;16000;STF;SCF;03681;
173;5;130;#HUKN;CLASSICS 2 DRZWI SUW. 2CZ. (1/2) 80CM L;C25101069322;SREBR. POŁ. SZKŁ. ANTIPLAQU. 001;;1.000;;1170120;S;HUPO01;14273015;1;1000;STF;SCF;03681;
174;5;130;#HUKN;CLASSICS 2 DRZWI SUW. 2CZ. (1/2) 90CM P;C25202069322;SREBR. POŁ. SZKŁ. ANTIPLAQU. 001;;1.000;;1170120;S;HUPO01;14273015;1;2000;STF;SCF;03681;
175;5;130;CN11KVL500400;GRZEJNIK COSMO 11KV 500x 400  (337W);F1G1105004010010;PŁYTOWY LEWY;B;1.000;;1161221;G;VNWA01;14273125;1;2000;STB;SCB;03740;
176;5;130;CN11KVL500400;GRZEJNIK COSMO 11KV 500x 400  (337W);F1G1105004010010;PŁYTOWY LEWY;B;1.000;;1161221;G;VNWA01;14273125;1;12000;STB;SCB;03740;
177;5;130;CN22KVL500720;GRZEJNIK COSMO 22KV 500x 720 (1111W);F1G2205007210010;PŁYTOWY LEWY;B;1.000;;1161221;G;VNWA01;14273125;1;21000;STB;SCB;03740;
178;5;130;CN11KV400520;GRZEJNIK COSMO 11KV 400x 520  (368W);F1G1104005210000;PŁYTOWY;B;1.000;;1161221;G;VNWA01;14273125;1;25000;STB;SCB;03740;
179;5;130;CN11KV400600;GRZEJNIK COSMO 11KV 400x 600  (425W);F1G1104006010000;PŁYTOWY;B;2.000;;1170120;G;VNWA01;14273125;1;26000;STB;SCB;03740;
180;5;130;CN21KV400400;GRZEJNIK COSMO 21KV 400x 400  (419W);F1G2104004010000;PŁYTOWY;B;1.000;;1161221;G;VNWA01;14273125;1;27000;STB;SCB;03740;
181;5;130;CN22KV400520;GRZEJNIK COSMO 22KV 400x 520  (706W);F1G2204005210000;PŁYTOWY;B;9.000;;1170120;G;VNWA01;14273125;1;29000;STB;SCB;03740;
182;5;130;CN33KV400920;GRZEJNIK COSMO 33KV 400x 920 (1781W);F1G3304009210000;PŁYTOWY;B;1.000;;1161221;G;VNWA01;14273125;1;34000;STB;SCB;03740;
183;5;130;CNO22KV40040;GRZEJNIK COSMO 22KV 400x 400  (543W);F1G2204004010001;PŁYTOWY OCYNKOWANY;B;3.000;;1170120;G;VNWA01;14273125;1;36000;STB;SCB;03740;
184;5;130;CNO22KV40052;GRZEJNIK COSMO 22KV 400x 520  (706W);F1G2204005210001;PŁYTOWY OCYNKOWANY;B;1.000;;1170120;G;VNWA01;14273125;1;37000;STB;SCB;03740;
185;5;130;CNO22KV40072;GRZEJNIK COSMO 22KV 400x 720  (977W);F1G2204007210001;PŁYTOWY OCYNKOWANY;B;1.000;;1170120;G;VNWA01;14273125;1;38000;STB;SCB;03740;
186;5;130;CN22K4001800;GRZEJNIK COSMO 22K 400x1800 (2443W);F1E2204018010000;PŁYTOWY;B;1.000;;1170120;G;VNWA01;14273287;1;1000;STC;SCC;03510;
187;5;130;CNHDV61400;GRZEJNIK COSMO 20V 600x1400 (1449W);F1G2006014000000;PŁYTOWY HIGIENICZNY;B;1.000;;1170120;G;VNWA01;14273498;1;4000;STC;SCC;03510;
188;5;130;CNHDV62000;GRZEJNIK COSMO 20V 600x2000 (2070W);F1G2006020000000;PŁYTOWY HIGIENICZNY;B;1.000;;1170120;G;VNWA01;14273498;1;7000;STC;SCC;03510;
189;5;130;CN33KV5001120;GRZEJNIK COSMO 33KV 500x1120 (2495W);F1G3305011210000;PŁYTOWY;B;1.000;;1170120;G;VNWA01;14274141;1;2000;STB;SCB;03740;
190;5;130;CN33KV4001400;GRZEJNIK COSMO 33KV 400x1400 (2710W);F1G3304014010000;PŁYTOWY;B;1.000;;1170120;G;VNWA01;14274768;1;19000;STC;SCC;03510;
191;5;130;KALKP90SKP;KABINA PÓŁOKRĄGŁA 90x195 KALI R SUWANA;KALIR901B;SREBRNY/KLAR/CRYSTAL CLEAR;B;1.000;;1170104;S;NOOW01;14275746;1;1000;STF;SCF;03681;
192;5;130;EN2PR080SPA1AP;KABINA PÓŁOKRĄGŁA 80*190 ENA 2.0 R55;140603069322;SREBR.POŁ./KLAR ANTY-PL. SUWANA;B;1.000;;1170120;S;HUPO01;14278901;1;2000;SXF;STF;03332;
193;5;130;CNAWA15600;GRZEJNIK COSMO-ART WAVE 1500x600  (747W);F3JA015006000000;ŁAZIENKOWY BIAŁY;B;1.000;;1170120;G;VNWA01;14278992;1;1000;STD;SAN;03852;
194;5;130;XTEDR140SPA1PP;DRZWI WALK-IN 1201-1400 H=2000 XTENSA P;XT0205069322;SR.POŁYSK/KLAR ANTI-PLAQUE;B;1.000;;1170120;S;HUPO01;14279077;1;1000;STA;SCA;03826;
195;5;130;CNM21K554800;GRZEJNIK COSMO 21K 554x 800 (1036W);F1F2105508010000;PŁYTOWY MODERNIZACYJNY;B;1.000;;1170120;G;VNWA01;14279602;1;1000;STD;SCD;03852;
196;5;130;CNM21K5541000;GRZEJNIK COSMO 21K 554x1000 (1295W);F1F2105510010000;PŁYTOWY MODERNIZACYJNY;B;1.000;;1170120;G;VNWA01;14279602;1;2000;STD;SCD;03852;
197;5;130;CN21KV3001600;GRZEJNIK COSMO 21KV 300x1600 (1341W);F1G2103016010000;PŁYTOWY;B;1.000;;1170120;G;VNWA01;14279900;1;6000;STB;SCB;03740;
198;5;130;CN21KV3001400;GRZEJNIK COSMO 21KV 300x1400 (1173W);F1G2103014010000;PŁYTOWY;B;5.000;;1170120;G;VNWA01;14279900;1;8000;STB;SCB;03740;
199;5;130;CN21KV3001120;GRZEJNIK COSMO 21KV 300x1120  (939W);F1G2103011210000;PŁYTOWY;B;4.000;;1170120;G;VNWA01;14279900;1;11000;STB;SCB;03740;
200;5;130;CN21KV3001000;GRZEJNIK COSMO 21KV 300x1000  (838W);F1G2103010010000;PŁYTOWY;B;1.000;;1170120;G;VNWA01;14279900;1;15000;STB;SCB;03740;
201;5;130;CN11KVL600400;GRZEJNIK COSMO 11KV 600x 400  (376W);F1G1106004010010;PŁYTOWY LEWY;B;1.000;;1170120;G;VNWA01;14280139;1;12000;STB;SCB;03740;
202;5;130;CN22KVL400800;GRZEJNIK COSMO 22KV 400x 800 (1086W);F1G2204008010010;PŁYTOWY LEWY;B;1.000;;1170120;G;VNWA01;14280139;1;17000;STB;SCB;03740;
203;5;130;CN22KVL400800;GRZEJNIK COSMO 22KV 400x 800 (1086W);F1G2204008010010;PŁYTOWY LEWY;B;1.000;;1170120;G;VNWA01;14280139;1;22000;STB;SCB;03740;
204;5;130;CN22KVL500600;GRZEJNIK COSMO 22KV 500x 600  (926W);F1G2205006010010;PŁYTOWY LEWY;B;1.000;;1170120;G;VNWA01;14280253;1;4000;STB;SCB;03740;
205;5;130;#BX1;HYDRANT WEWN.DN25 ZAWIESZANY Z BĘBNEM,;25HG1000BZ201013;MIEJSCE NA GAŚNICĘ;RAL1013;WĄŻ 20M;;7.000;;1170120;I;BOPI01;14280451;1;1000;STE;SCE;03513;
206;5;130;OSCVWK10M;KONSOLA ŚCIENNA WK10-M;AZ1BW000110010A0;;B;2.000;;1170113;G;VNWA01;14275215;1;3000;STB;SCB;03740;
207;5;130;OSCVWKAWK;POKRYWA AWK (DO KONSOLI WK10,13);AZ1MW00010001000;;B;4.000;;1170120;G;VNWA01;14275215;1;4000;STB;SCB;03740;
208;5;130;CVKONWA11;ZAWIESIA ŚCIENNE WA11 (ZESTAW);AZ1BU00011002000;.;B;1.000;;1170113;G;VNWA01;14275215;1;6000;STB;SCB;03740;
209;5;130;CNHD9800;GRZEJNIK COSMO 20 900x 800 (1152W);F1E2009008000000;PŁYTOWY HIGIENICZNY;B;1.000;;1161118;G;VNWA01;14253061;1;3000;SXB;SCB;03740;
210;5;130;CN21KV3001000;GRZEJNIK COSMO 21KV 300x1000  (838W);F1G2103010010000;PŁYTOWY;B;1.000;;1160805;G;VNWA01;14224822;1;17000;STE;SCE;03675;
211;5;130;CN33KVL600520;GRZEJNIK COSMO 33KV 600x 520 (1276W);F1G3306005210010;PŁYTOWY LEWY;B;1.000;;1161202;G;VNWA01;14268215;1;9000;SXE;SCE;03675;
212;5;130;CN11KV300600;GRZEJNIK COSMO 11KV 300x 600  (339W);F1G1103006010000;PŁYTOWY;B;2.000;;1160706;G;VNWA01;14191391;1;156000;STE;SCE;03513;
213;5;130;#CNP;GRZEJNIK COSMO 22P 600x1200 (2003W);F1J220601201000R7030;PLAN MULTI PŁYTOWY RAL7030;;1.000;;1150515;G;VNWA01;14092589;1;1000;STX;STX;03675;
214;5;130;CN11KVL600520;GRZEJNIK COSMO 11KV 600x 520  (488W);F1G1106005210010;PŁYTOWY LEWY;B;2.000;;1160809;G;VNWA01;14228481;1;1000;STC;SCC;03510;
215;5;130;CN22KV300520;GRZEJNIK COSMO 22KV 300x 520  (569W);F1G2203005210000;PŁYTOWY;B;1.000;;1161013;G;VNWA01;14248820;1;2000;STB;SCB;03737;
216;5;130;CN33KVL900600;GRZEJNIK COSMO 33KV 900x 600 (1933W);F1G3309006010010;PŁYTOWY LEWY;B;2.000;;1161202;G;VNWA01;14268215;1;10000;SXE;SCE;03675;
217;5;130;ONTARIOUB50;UMYWALKA ONTARIO 50x39,5 NABLATOWA;K669001;Z/O Z/P BIAŁA;B;1.000;;1151221;S;CEKI01;14146141;1;1000;STC;SCC;03648;
218;5;130;CN21KV900720;GRZEJNIK COSMO 21KV 900x 720 (1342W);F1G2109007210000;PŁYTOWY;B;1.000;;1160706;G;VNWA01;14191391;1;170000;STE;SCE;03513;
219;5;130;CNAST15400;GRZEJNIK COSMO-ART STANDARD 1500x400;F3IA015004000000;ŁAZIENKOWY BIAŁY  (541W);L;1.000;;1161020;G;VNWA01;14243208;1;2000;STE;SCE;03513;
220;5;130;CNHDEV6800;GRZEJNIK COSMO 30V 600x 800 (1182W);F1G3006008000000;PŁYTOWY HIGIENICZNY;B;1.000;;1150414;G;VNWA01;14094742;1;5000;STC;SCC;03748;
221;5;130;CNHEV9600;GRZEJNIK COSMO 10V 900x 600  (527W);F1G1009006000000;PŁYTOWY HIGIENICZNY;B;2.000;;1150414;G;VNWA01;14094742;1;6000;STC;SCC;03748;
222;5;130;CN33KV500920;GRZEJNIK COSMO 33KV 500x 920 (2050W);F1G3305009210000;PŁYTOWY;B;1.000;;1161117;G;VNWA01;14260761;1;1000;GR4;GR4;03737;
223;5;130;CN33KV900720;GRZEJNIK COSMO 33KV 900x 720 (2319W);F1G3309007210000;PŁYTOWY;L;1.000;;1160421;G;VNWA01;14192667;1;5000;STE;SCE;03513;
224;5;130;CN33KVL6001320;GRZEJNIK COSMO 33KV 600x1320 (3238W);F1G3306013210010;PŁYTOWY LEWY;B;1.000;;1160516;G;VNWA01;14197601;1;45000;STA;SCA;03821;
225;5;130;NOVAPROMWPK;MISKA WISZĄCA NOVA PRO PROSTOKĄT KRÓTKA;M33104000;4/2L LEJOWA BIAŁA;B;14.000;;1170113;S;GEWA01;14274169;1;10000;SXC;SCC;03510;
226;5;130;GEPET45315315;TRÓJNIK HDPE 45° 315x315;372148161;.;B;4.000;;1150331;I;GEWA01;14091374;1;10000;SH2;SHA;03630;
227;5;130;GEPET45250250;TRÓJNIK HDPE 45° 250x250;371147161;.;B;10.000;;1150331;I;GEWA01;14091374;1;11000;SH2;SHA;03630;
228;5;130;CFBSPMMN10;COSMOFLOOR ROZDZIELACZ POMPOWY BSPMME-10;1041126813;STAL MALOWANA MIESZACZ TERM POMPA EL;B;1.000;;1151217;G;GOWO01;14164692;1;1000;SXA;SCA;03826;
229;5;130;CFBNX14;COSMOFLOOR SZAFKA NATYNKOWA BNX 12-14;1041111890;OBW. 1015x700x135MM;B;2.000;;1151217;G;GOWO01;14164692;1;2000;SXA;SCA;03826;
230;5;130;STARCKWP15075N;WANNA PROSTOKĄTNA STARCK 150x75 BIAŁA;700332000000000;ODPŁYW BOCZNY;B;1.000;;1170109;S;DUHO01;14268898;1;1000;STF;SCF;03680;
231;5;130;P3COMMWRH;MISKA WISZĄCA P3 COMFORTS LEJOWA RIMLESS;2561092000;BIAŁA HYGIENEGLAZE;B;1.000;;1170109;S;DUHO01;14268898;1;2000;STF;SCF;03680;
232;5;130;DRXXWN100;NOGI DO WANNY DURAVIT;790100000000000;.;B;1.000;;1170109;S;DUHO01;14268898;1;3000;STF;SCF;03680;
233;5;130;P3COMSMW;DESKA SEDESOWA P3 COMFORTS WOLNOOPAD;0020390000;BIAŁA;B;1.000;;1170109;S;DUHO01;14268898;1;10000;STF;SCF;03680;
234;5;130;DRXXZM01WE;ZESTAW MONTAŻOWY DURAVIT BIAŁY DO MISKI,;0065000000;BIDETU;B;1.000;;1170109;S;DUHO01;14268898;1;12000;STF;SCF;03680;
235;5;130;GR13A01906;POMPA SP 30-6 M S 4000 5.5 KW 3x380-415;13A01906;V DOL 1.5 M KABLA;B;2.000;;1161231;U;GRPR01;14274981;1;1000;STE;SCE;03513;
236;5;130;NOVAPROU60WP;UMYWALKA NOVA PRO 60x45 Z/O WPUSZCZANA;M31861000;Z/P BIAŁA;B;1.000;;1151204;S;GEWA01;14160364;1;1000;STF;SCF;03679;
237;5;130;RFV9K15;ZAWÓR RFV9 DN15 1/2" KĄTOWY;1185004;TERMOSTATYCZNY M30x1.5 GRZEJNIKOWY;B;105.000;;1160606;G;OVST01;14195643;1;8000;STE;SCE;03513;
238;5;130;OVS0ZK15;ZAWÓR COMBI 2 DN15 1/2"        KĄTOWY;1091062;ŚRUBUNEK POWROTNY GRZEJNIKOWY;B;105.000;;1160606;G;OVST01;14195643;1;9000;STE;SCE;03513;
239;5;130;MODOU80;UMYWALKA MODO 80x48,5 Z/O Z/P BIAŁA;L31980000;;B;1.000;;1160722;S;GEWA01;14217565;1;1000;STX;STX;03680;
240;5;130;ICONUM60K;UMYWALKA ICON 60x48.5 Z/O Z/P BIAŁA;124060600;KERATECT;B;1.000;;1170113;S;GEWA01;14271171;1;15000;STE;SCE;03675;
241;5;130;DARNUM63;UMYWALKA DARLING NEW 63x52 Z/O Z/P;0499630000;MEBLOWA BIAŁA;B;1.000;;1170109;S;DUHO01;14275639;1;2000;STF;SCF;03648;
242;5;130;DRSOSU02;SYFON OSZCZĘDZAJĄCY MIEJSCE DURAVIT;0050730000;DO UMYWALEK MEBLOWYCH 1 1/4";B;1.000;;1170109;S;DUHO01;14275639;1;4000;STF;SCF;03648;
243;5;130;DARNMWR;MISKA WISZĄCA DARLING NEW 54CM RIMLESS;2557090000;;B;1.000;;1170109;S;DUHO01;14275639;1;6000;STF;SCF;03648;
244;5;130;DARNSS;DESKA SEDESOWA DARLING NEW/STARCK 2;0069890000;BIAŁA SOFTCLOSE;B;1.000;;1170109;S;DUHO01;14275639;1;7000;STF;SCF;03648;
245;5;130;MESTARCKBW57;! BIDET WISZĄCY ME by STARCK Z/O Z/P;2288150000;BIAŁY;B;1.000;;1170109;S;DUHO01;14275639;1;38000;STF;SCF;03648;
246;5;130;FOSTERUS49;UMYWALKA FOSTER 49,5x35 B/O Z/P STAWIANA;0335500000;.;B;1.000;;1170109;S;DUHO01;14275639;1;39000;STF;SCF;03648;
247;5;130;DRSOSU01CH;SYFON UMYWALKOWY RUROWY CHROM;0050260000;DURAVIT;B;1.000;;1170109;S;DUHO01;14275639;1;41000;STF;SCF;03648;
248;5;130;NEXOSMW2;DESKA SEDESOWA NEXO DUROPLAST BIAŁA;A801339N04;ZAWIASY Z FUNKCJĄ ŁATWEGO WYPINANIA;B;1.000;;1170117;S;ZWGL01;14280611;1;100;SXB;SCB;00001;
249;5;130;UCOROSP56;SZAFKA ROZDZ. PODTYNKOWA PT 565x123 MM;1046991;VARIO MP3;B;7.000;;1160505;I;UPSO01;14200659;1;26000;SXB;SCB;03737;
250;5;130;ZKSISUGT;STELAŻ KOŁO TECHNIC GT UMYWALKA H113-133;99402000;SZEROKOŚĆ 50 CM;B;2.000;;1150710;I;GEWA01;14118331;1;9000;STE;SCE;03648;
251;5;130;MRFMTX1;MODUŁ RADIOWY TX1.1 DO WODOMIERZY;5907738167607;GSD8-RFM;B;11.000;;1160902;I;BMTR01;14237193;1;1000;STE;SCE;03675;
252;5;130;J8RFMA16C;WODOMIERZ JS GSD8-RFM 1.6M3/H DN15 90°;5907738168123;110-G3/4" MBUS-RADIO MID R100/R50;B;5.000;;1160902;I;BMTR01;14237193;1;2000;STE;SCE;03675;
253;5;130;J8RFMA16Z;WODOMIERZ JS GSD8-RFM 1.6M3/H DN15 30°;5907738168116;110-G3/4" MBUS-RADIO MID R100/R50;B;4.000;;1160902;I;BMTR01;14237193;1;3000;STE;SCE;03675;
254;5;130;NEXOU550MC;UMYWALKA NEXO 55x44 Z/O Z/P MAXI CLEAN;A32764200M;BIAŁA;B;1.000;;1170110;S;ZWGL01;14268188;1;2000;STF;SCF;03681;
255;5;130;ICONSMW;DESKA SEDESOWA ICON BIAŁA ZAWIAS CHROM;574130000;WOLNOOPADAJĄCA;B;1.000;;1161223;S;GEWA01;14271171;1;9000;STE;SCE;03675;
256;5;130;ICONSMW;DESKA SEDESOWA ICON BIAŁA ZAWIAS CHROM;574130000;WOLNOOPADAJĄCA;B;1.000;;1161223;S;GEWA01;14271171;1;24000;STE;SCE;03675;
257;5;130;TRAFFICUM120B;UMYWALKA TRAFFIC 120x48 MEBLOWA B/O;L91020000;Z/P BIAŁA;B;1.000;;1161223;S;GEWA01;14271171;1;42000;STE;SCE;03675;
258;5;130;SILKU100;UMYWALKA SILK 100x47 Z/O Z/P BIAŁA;121600000;.;B;1.000;;1170113;S;GEWA01;14271666;1;3000;STB;SCB;03680;
259;5;130;EGOMWLA;MISKA WISZĄCA EGO LEJOWA BIAŁA;K13102000;;B;1.000;;1170105;S;GEWA01;14275852;1;16000;STC;SCC;03648;
260;5;130;EGOSMWA;DESKA SEDESOWA EGO WOLNOOPADAJĄCA A/C;K10112000;DUROPLAST ZAWIAS STAL;B;1.000;;1170105;S;GEWA01;14275852;1;17000;STC;SCC;03648;
261;5;130;MYDAYUM60;UMYWALKA MYDAY 60x48 Z/O B/P BIAŁA;125460000;;B;1.000;;1170105;S;GEWA01;14276032;1;32000;STF;SCF;03681;
262;5;130;PALOMBAU52S;UMYWALKA PALOMBA 52x38 STAWIANA B/O B/P;H8168020001121;BIAŁA;B;2.000;;1170110;S;ZWGL01;14276474;1;23000;STF;SCF;03332;
263;5;130;GAPCUM050;UMYWALKA GAP 50x42 Z/O Z/P BIAŁA;A327476000;.;B;1.000;;1170117;S;ZWGL01;14279020;1;5000;STC;SCC;03680;
264;5;130;DAMAUB601;UMYWALKA DAMA RETRO 60x47.5 NABLATOWA;A325324001;Z/O Z/P BIAŁA;B;2.000;;1170117;S;ZWGL01;14279020;1;13000;STC;SCC;03680;
265;5;130;NMCK190150;OTULINA INSUL-TUBE 19x 15 (1/4");IVTAIS190150;KAUCZUKOWA 105°  ODCINEK 2M;B;16.000;;1130712;I;NMZA01;12464361;1;2000;STG;SCG;03740;
266;5;130;NMCK190180;OTULINA INSUL-TUBE 19x 18 (3/8");IVTAIS190180;KAUCZUKOWA 105°  ODCINEK 2M;B;26.000;;1130712;I;NMZA01;12464361;1;3000;STG;SCG;03740;
267;5;130;CONELOS13018C;CONEL STABIL OTULINA 13x18 (3/8");IPTCCC130181;ODCINEK 2M CZERWONY;B;96.000;;1131220;I;NMZA01;13228976;1;1000;STA;SCA;03826;
268;5;130;CONELOS13022C;CONEL STABIL OTULINA 13x22 (1/2");IPTCCC130221;ODCINEK 2M CZERWONY;B;80.000;;1131220;I;NMZA01;13228976;1;2000;STA;SCA;03826;
269;5;130;CONELOS13035C;CONEL STABIL OTULINA 13x35 (1");IPTCCC130351;ODCINEK 2M CZERWONY;B;48.000;;1131220;I;NMZA01;13228976;1;3000;STA;SCA;03826;
270;5;130;PURESTUS601OR1;UMYWALKA PURE STONE 60x62,5 Z/O STAWIANA;517261R1;B/P BIAŁA CERAMICPLUS;B;2.000;;1131202;S;VBME01;13218505;1;1000;STF;SCF;03740;
271;5;130;FGSIP38732SH0;PRZYCISK SKATE COSMOPOLITAN 3/6L BIAŁY;38732SH0;AV1 PION/POZIOM;B;1.000;;1161220;S;GRHE01;14271171;1;11000;STE;SCE;03675;
272;5;130;FGSIRW528001;! STELAŻ RAPID SL WC 3/6L   H113;38528001;B/WSPORNIKÓW;B;1.000;;1161220;I;GRHE01;14271171;1;12000;STE;SCE;03675;
273;5;130;FGSIRW528001;! STELAŻ RAPID SL WC 3/6L   H113;38528001;B/WSPORNIKÓW;B;1.000;;1161220;I;GRHE01;14271171;1;25000;STE;SCE;03675;
274;5;130;FGSIP38732SH0;PRZYCISK SKATE COSMOPOLITAN 3/6L BIAŁY;38732SH0;AV1 PION/POZIOM;B;1.000;;1161220;S;GRHE01;14271171;1;28000;STE;SCE;03675;
275;5;130;FGSIRW528001;! STELAŻ RAPID SL WC 3/6L   H113;38528001;B/WSPORNIKÓW;B;1.000;;1161220;I;GRHE01;14271171;1;43000;STE;SCE;03675;
276;5;130;FGSIP38732SH0;PRZYCISK SKATE COSMOPOLITAN 3/6L BIAŁY;38732SH0;AV1 PION/POZIOM;B;1.000;;1161220;S;GRHE01;14271171;1;46000;STE;SCE;03675;
277;5;130;E501CCNMAT;ZLEWOZMYWAK E50 1C CN MAT;30000048;465x465 STAL MATOWA;B;4.000;;1150730;S;TKPR01;14123306;1;7000;SXB;SCB;03750;
278;5;130;#TYM1;ZESTAW MONT. DO ZASUW M20/100mm;;WPISZ KOD;;50.000;;1141006;Z;MAGD01;14000066;1;2000;SH2;SHB;03511;
